,ID,fname,fitem,fsource,fwcn,fmat,fnut,fusage1,fusage2,fusage3,forigin,flegalname
99,A20190100394,希爾思寵物食品 成犬 雞肉與大麥特調食譜 (型號 6486HG),乾飼糧,輸入,3.0公斤、,雞肉、碎珍珠大麥、全穀粒小麥、全穀粒玉米、全穀粒高粱、玉米筋質粉、黃豆粉、雞脂肪、雞肝香料、釀造米,粗蛋白質不低於20%/粗脂肪不低於115%/粗纖維不高於4%/水不高於10%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg/omega-6脂肪酸不低於25%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
100,A20190600019,希爾思™寵物食品 成犬 優質健康(型號006486HG),乾飼糧,輸入,3公斤、,雞肉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、玉米筋質粉、雞肉粉、豬肉脂肪、雞肝香料、脫水甜菜漿,粗蛋白質不低於210%/粗脂肪不低於125%/粗纖維不高於30%/水不高於100%/維生素e不低於400iu/kg/維生素c不低於85mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
101,A20190200345,希爾思寵物食品 成犬 小顆粒 羊肉與糙米特調食譜 (型號 604469),乾飼糧,輸入,12.0公斤、,羊肉粉、糙米、釀造米、全穀粒高粱、全穀粒小麥、玉米筋質粉、雞脂肪、碎珍珠大麥、雞肝香料、脫水甜菜漿,粗蛋白質不低於195%/粗脂肪不低於125%/粗纖維不高於3%/水不高於10%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg/omega-6脂肪酸不低於2%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
102,A20190200344,希爾思寵物食品 成犬 小顆粒 羊肉與糙米特調食譜 (型號 8557),乾飼糧,輸入,7.03公斤、,羊肉粉、糙米、釀造米、全穀粒高粱、全穀粒小麥、玉米筋質粉、雞脂肪、碎珍珠大麥、雞肝香料、脫水甜菜漿,粗蛋白質不低於195%/粗脂肪不低於125%/粗纖維不高於3%/水不高於10%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg/omega-6脂肪酸不低於2%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
103,A20190200343,希爾思寵物食品 成犬 小顆粒 羊肉與糙米特調食譜 (型號 1141HG),乾飼糧,輸入,3.0公斤、,羊肉粉、糙米、釀造米、全穀粒高粱、全穀粒小麥、玉米筋質粉、雞脂肪、碎珍珠大麥、雞肝香料、脫水甜菜漿,粗蛋白質不低於195%/粗脂肪不低於125%/粗纖維不高於3%/水不高於10%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg/omega-6脂肪酸不低於2%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
104,A20181100254,希爾思™寵物食品 成犬 羊肉與米配方 小顆粒(型號001141HG),乾飼糧,輸入,3公斤、,羊肉粉、糙米、釀造米、全榖粒小麥、全榖粒高粱、玉米筋質粉、豬肉脂肪、碎珍珠大麥、雞肝香料、黃豆油,粗蛋白質不低於195%/粗脂肪不低於130%/粗纖維不高於30%/水不高於100%/維生素e不低於400iu/kg/維生素c不低於85mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
105,A20190200126,希爾思寵物食品 成犬 羊肉與糙米特調食譜 (型號 2036),乾飼糧,輸入,14.9公斤、,羊肉粉、糙米、釀造米、全穀粒高粱、全穀粒小麥、玉米筋質粉、雞脂肪、碎珍珠大麥、雞肝香料、脫水甜菜漿,粗蛋白質不低於195%/粗脂肪不低於125%/粗纖維不高於3%/水不高於10%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg/omega-6脂肪酸不低於2%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
106,A20190400591,希爾思™寵物食品 成犬 羊肉與米配方(型號00002036),乾飼糧,輸入,15公斤、,羊肉粉、糙米、釀造米、全榖粒小麥、全榖粒高粱、玉米筋質粉、豬肉脂肪、碎珍珠大麥、雞肝香料、黃豆油,粗蛋白質不低於195%/粗脂肪不低於130%/粗纖維不高於30%/水不高於100%/維生素e不低於400iu/kg/維生素c不低於85mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
107,A20190200116,希爾思寵物食品 幼犬 小顆粒 羊肉與糙米特調食譜 (型號 604466),乾飼糧,輸入,12.0公斤、,羊肉粉、釀造米、全穀粒小麥、糙米、玉米筋質粉、雞脂肪、亞麻仁籽、小麥筋質、蛋製品、雞肝香料,粗蛋白質不低於24%/粗脂肪不低於15%/粗纖維不高於5%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於400iu/kg/抗壞血酸(維生素c)不低於85mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
108,A20190200100,希爾思寵物食品 大型幼犬 雞肉與燕麥特調食譜 (型號 6484HG),乾飼糧,輸入,15.0公斤、,雞肉粉、全穀粒小麥、全穀粒燕麥、全穀粒高粱、玉米筋質粉、雞脂肪、全穀粒玉米、雞肝香料、亞麻仁籽、脫水甜菜漿,粗蛋白質不低於24%/粗脂肪不低於11%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/鈣不高於13%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
109,A20181100222,希爾思™寵物食品 大型幼犬(型號006484HG),乾飼糧,輸入,15公斤、,雞肉粉、全榖粒小麥、全榖粒燕麥、全榖粒高粱、玉米筋質粉、全穀粒玉米、豬肉脂肪、雞肝香料、亞麻仁籽、脫水甜菜漿,粗蛋白質不低於260%/粗脂肪不低於100%/粗纖維不高於30%/水不高於100%/鈣不低於09%/鈣不高於14%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
110,A20190100393,希爾思寵物食品 大型幼犬 雞肉與燕麥特調食譜 (型號 10342HG),乾飼糧,輸入,4.0公斤、,雞肉粉、全穀粒小麥、全穀粒燕麥、全穀粒高粱、玉米筋質粉、雞脂肪、全穀粒玉米、雞肝香料、亞麻仁籽、脫水甜菜漿,粗蛋白質不低於24%/粗脂肪不低於11%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/鈣不高於13%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
111,A20181100221,希爾思™寵物食品 大型幼犬(型號010342HG),乾飼糧,輸入,4公斤、,雞肉粉、全榖粒小麥、全榖粒燕麥、全榖粒高粱、玉米筋質粉、全穀粒玉米、豬肉脂肪、雞肝香料、亞麻仁籽、脫水甜菜漿,粗蛋白質不低於260%/粗脂肪不低於100%/粗纖維不高於30%/水不高於100%/鈣不低於09%/鈣不高於14%,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
112,A20190200057,希爾思寵物食品 小型及迷你幼犬 雞肉、大麥與糙米特調食譜 (型號 9095),乾飼糧,輸入,7.03公斤、,雞肉粉、全穀粒小麥、全穀粒高粱、雞脂肪、全穀粒玉米、玉米筋質粉、雞肝香料、碎珍珠大麥、糙米、脫水甜菜漿,粗蛋白質不低於245%/粗脂肪不低於155%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於500iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
113,A20190100392,希爾思寵物食品 小型及迷你幼犬 雞肉、大麥與糙米特調食譜 (型號 603830),乾飼糧,輸入,1.5公斤、,雞肉粉、全穀粒小麥、全穀粒高粱、雞脂肪、全穀粒玉米、玉米筋質粉、雞肝香料、碎珍珠大麥、糙米、脫水甜菜漿,粗蛋白質不低於245%/粗脂肪不低於155%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於500iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
114,A20190300005,希爾思寵物食品 幼犬 小顆粒 雞肉與大麥特調食譜 (型號 604389),乾飼糧,輸入,15.9公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
115,A20190200056,希爾思寵物食品 幼犬 小顆粒 雞肉與大麥特調食譜 (型號 604463),乾飼糧,輸入,12.0公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
116,A20190400598,希爾思™寵物食品 幼犬 均衡發育 小顆粒(型號00007139),乾飼糧,輸入,2.05公斤、,雞肉粉、碎珍珠大麥、豬肉粉、全榖粒小麥、全穀粒玉米、全榖粒高粱、玉米筋質粉、豬肉脂肪、雞肝香料、脫水甜菜漿,粗蛋白質不低於260%/粗脂肪不低於160%/粗纖維不高於30%/水不高於100%/維生素e不低於425iu/kg/維生素c不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
117,A20190400604,希爾思™寵物食品 幼犬 均衡發育(型號00009366),乾飼糧,輸入,7.03公斤、,雞肉粉、碎珍珠大麥、豬肉粉、全榖粒小麥、全穀粒玉米、全榖粒高粱、玉米筋質粉、豬肉脂肪、雞肝香料、脫水甜菜漿,粗蛋白質不低於260%/粗脂肪不低於160%/粗纖維不高於30%/水不高於100%/維生素e不低於425iu/kg/維生素c不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
118,A20190400599,希爾思™寵物食品 幼犬 均衡發育 小顆粒(型號00009368),乾飼糧,輸入,7.03公斤、,雞肉粉、碎珍珠大麥、豬肉粉、全榖粒小麥、全穀粒玉米、全榖粒高粱、玉米筋質粉、豬肉脂肪、雞肝香料、脫水甜菜漿,粗蛋白質不低於260%/粗脂肪不低於160%/粗纖維不高於30%/水不高於100%/維生素e不低於425iu/kg/維生素c不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適當體重。若無法確定餵食量，請向您的獸醫師諮詢。,請儲存於陰涼乾燥處,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
119,A20190200055,希爾思寵物食品 幼犬 小顆粒 雞肉與大麥特調食譜 (型號 9368),乾飼糧,輸入,7.03公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
120,A20190100391,希爾思寵物食品 幼犬 小顆粒 雞肉與大麥特調食譜(型號 7139),乾飼糧,輸入,2.04公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
121,A20190200054,希爾思寵物食品 幼犬 雞肉與大麥特調食譜 (型號 9366),乾飼糧,輸入,7.03公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢//,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
122,A20190100390,希爾思寵物食品 幼犬 雞肉與大麥特調食譜 (型號 6929HG),乾飼糧,輸入,3.0公斤、,雞肉粉、全穀粒小麥、碎珍珠大麥、全穀粒高粱、全穀粒玉米、雞脂肪、玉米筋質粉、雞肝香料、脫水甜菜漿、魚油,粗蛋白質不低於25%/粗脂肪不低於15%/粗纖維不高於3%/水不高於10%/二十二碳六烯酸(dha)不低於01%/維生素e不低於425iu/kg/抗壞血酸(維生素c)不低於95mg/kg,犬用寵物食品,請依照個體需求的量調整餵食量以維持適量營養。若無法確定餵食量，請向您的獸醫師諮詢,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢/,美國,【公司】台灣希爾思寵物營養品有限公司 (負責人:Brad Allen Gale)
123,A20160300114,希爾思處方食品犬/貓a/d型號00005670,罐頭,輸入,0.156公斤,水，火雞肝，豬肝，雞肉，火雞心，玉米粉，豬肉蛋白萃取物，魚油，碳酸鈣，雞肝香料,粗蛋白質不低於8.5%粗脂肪不低於5.2%粗纖維不高於0.5%水不高於78%,犬貓用寵物處方食品,需經獸醫師評估及指示使用,未開封前：請儲存於室溫10度c~37度c處。,美國,【公司】台灣希爾思寵物營養品有限公司
124,A20160300123,希爾思處方食品犬i/d型號00007008,罐頭,輸入,0.370公斤,水，火雞肉，米，豬肝，蛋製品，全穀粒玉米，雞肝香料，胡桃殼粉，氯化鉀，焦糖色素,粗蛋白質不低於5%;粗脂肪不低於2%;粗纖維不高於1.5%;水不高於78%,犬用寵物處方食品,需經獸醫師評估及指示使用,開封前請儲存於陰涼乾燥處並避免日曬；開封後請盡速食用完畢，未食用完請覆蓋並冷藏保存。,美國,【公司】台灣希爾思寵物營養品有限公司
125,A20160300124,希爾思處方食品犬k/d型號00007010,罐頭,輸入,0.370公斤,水，豬肝，玉米澱粉，雞肉，雞肉脂肪，葡萄糖，亞麻仁籽，脫水甜菜漿，雞肝香料，魚油,粗蛋白質不低於3%;粗脂肪不低於4.5%;粗纖維不高於2.5%;水不高於78%,犬用寵物處方食品,需經獸醫師評估及指示使用,開封前請儲存於陰涼乾燥處並避免日曬；開封後請盡速食用完畢，未食用完請覆蓋並冷藏保存。,美國,【公司】台灣希爾思寵物營養品有限公司
126,A20160300136,希爾思處方食品貓k/d型號00009453,罐頭,輸入,0.156公斤,水，豬肝，雞肉，蛋製品，釀造米，糖，雞肉脂肪，雞肝香料，食用修飾米澱粉，纖維素粉,粗蛋白質不低於6%粗脂肪不低於4%粗纖維不高於1.5%水不高於78%,貓用寵物處方食品,需經獸醫師評估及指示使用,未開封前：請儲存於室溫10度c~37度c處。,美國,【公司】台灣希爾思寵物營養品有限公司
127,A20160300137,希爾思處方食品貓c/d全效型號00006238,罐頭,輸入,0.156公斤,豬肉副產品，水，豬肝，雞肉，釀造米，玉米澱粉，雞肉脂肪，雞肝香料，黃豆粉，魚油,粗蛋白質不低於8.5%;粗脂肪不低於3.5%;粗纖維不高於2.5%;水不高於78%,貓用寵物處方食品,需經獸醫師評估及指示使用,開封前請儲存於陰涼乾燥處並避免日曬;開封後請盡速食用完畢，未食用完請覆蓋並冷藏保存。,美國,【公司】台灣希爾思寵物營養品有限公司
128,A20160300145,希爾思處方食品犬d/d馬鈴薯及鴨肉配方型號00005347,乾飼糧,輸入,3.63公斤,馬鈴薯，馬鈴薯澱粉，鴨肉，馬鈴薯蛋白，黃豆油，椰子油，纖維素粉，豬肉香料，磷酸二鈣，乳酸,粗蛋白質不低於14%粗脂肪不低於12%粗纖維不高於6%水不高於10%維生素e不低於400iu/kg抗壞血酸維生素c不低於85mg/kgomega-3脂肪酸不低於0.5%,犬用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
129,A20160300148,希爾思處方食品犬g/d型號00008616,乾飼糧,輸入,3.85公斤,釀造米，雞副產品粉，全穀粒小麥，全穀粒玉米，全穀粒高粱，玉米筋質粉，蛋製品，雞肝香料，雞脂肪，亞麻仁籽,粗蛋白質不低於14.5%粗脂肪不低於7.5%粗脂肪不高於12.5%粗纖維不高於4%水不高於10%磷不低於0.17%磷不高於0.63%鈉不低於0.08%鈉不高於0.34%omega-3脂肪酸不低於0.38%,犬用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
130,A20160300260,希爾思™處方食品犬t/d™小顆粒型號00004005,乾飼糧,輸入,2.26公斤,釀造米，全穀粒玉米，雞肉副產品粉，纖維素粉，豬肉脂肪，黃豆粕，乳酸，雞肝香料，黃豆油，硫酸鈣,粗蛋白質不低於14.0%粗脂肪不低於13.0%粗纖維不高於12.5%水不高於10.0%,犬用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司
131,A20160300337,希爾思處方食品貓d/d鴨肉及豌豆配方型號00005351,乾飼糧,輸入,1.58公斤,黃豌豆，豌豆蛋白，鴨肉，綠豌豆，黃豆油，纖維素粉，雞肝香料，椰子油，硫酸鈣，乳酸,粗蛋白質不低於29%粗脂肪不低於16.5%粗纖維不高於7.5%水不高於8%維生素e不低於400iu/kg抗壞血酸維生素c不低於85mg/kgomega-3脂肪酸不低於0.5%omega-6脂肪酸不低於3%,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
132,A20160300343,希爾思™處方食品貓m/d™glucosupport型號00004273,乾飼糧,輸入,1.81公斤,雞肉副產品粉，玉米筋質粉，雞肉，雞肉脂肪，小麥筋質，馬鈴薯蛋白，纖維素粉，豬肉蛋白萃取物，玉米澱粉，番薯,粗蛋白質不低於45%;粗脂肪不低於17.5%;粗纖維不高於6.5%;水不高於8%;肉酸素不低於300ppm。,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢。,美國,【公司】台灣希爾思寵物營養品有限公司
133,A20160300346,希爾思™處方食品貓s/d™型號00005888,乾飼糧,輸入,1.81公斤,釀造米，雞肉副產品粉，豬肉脂肪，玉米筋質粉，蛋製品，硫酸鈣，乳酸，雞肝香料，氯化鉀，氯化膽鹼,粗蛋白質不低於30.0%粗脂肪不低於23.0%粗纖維不高於1.0%水不高於10.0%鈣不低於0.75%磷不高於0.9%,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司
134,A20160300347,希爾思™處方食品貓t/d™型號010363hg,乾飼糧,輸入,1.5公斤,雞肉副產品粉，釀造米，玉米筋質粉，全榖粒玉米，纖維素粉，雞肉脂肪，雞肝香料，乳酸，硫酸鈣，黃豆油,粗蛋白質不低於30.0%粗脂肪不低於13.0%粗纖維不高於11.0%水不高於10.5%,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
135,A20160300352,希爾思™處方食品貓y/d™型號00001497,乾飼糧,輸入,1.81公斤,玉米筋質粉，豬肉脂肪，全穀粒玉米，黃豆粕，蛋製品，雞肝香料，左旋離胺酸，檸檬酸鉀，乳酸，磷酸二鈣,粗蛋白質不低於30.0%粗脂肪不低於20.0%粗纖維不高於3.5%水不高於8.0%磷不低於0.45%磷不高於0.85%,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司
136,A20160300353,希爾思™處方食品貓z/d™型號00007905,乾飼糧,輸入,1.81公斤,釀造米，水解雞肝，濃縮米蛋白，纖維素粉，黃豆油，椰子油，雞肝香料，碳酸鈣，乳酸，氯化鉀,粗蛋白質不低於29%粗脂肪不低於10.5%粗纖維不高於4.5%水不高於9%鈣不低於0.5%鈣不高於1.05%磷不低於0.4%磷不高於0.8%鎂不低於0.02%鎂不高於0.08%維生素e不低於550iu/kgomega-6脂肪酸不低於2%,貓用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
137,A20161000670,希爾思™處方食品犬c/d™雞肉燉蔬菜罐頭型號00003384,罐頭,輸入,0.354公斤,水，雞肉，豬肝，紅蘿蔔，米，綠碗豆，玉米澱粉，雞肝香料，纖維素粉，黃豆油,粗蛋白質不低於3.2%粗脂肪不低於1.6%粗纖維不高於1.5%水不高於84%,犬用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥處。,美國,【公司】台灣希爾思寵物營養品有限公司
138,A20170700272,希爾思處方食品犬i/d小顆粒型號010888hg,乾飼糧,輸入,1.5公斤,釀造米，全穀粒玉米，雞肉粉，豌豆蛋白，蛋製品，玉米筋質粉，雞脂肪，雞肝香料，豬肝香料，胡桃殼粉,粗蛋白質不低於22%粗脂肪不低於10.5%粗纖維不高於4%水不高於10%鈣不低於0.7%鈣不高於1.4%磷不低於0.6%磷不高於1.05%鉀不低於0.65%鎂不低於0.06%鎂不高於0.13%維生素b1不低於2ppm維生素b12不低於0.05ppmomega-3脂肪酸不低於0.1%omega-6脂肪酸不低於2%,犬用寵物處方食品,需經獸醫師評估及指示使用,請儲存於陰涼乾燥無蟲害處，並避免日曬，拆封後請盡速食用完畢,美國,【公司】台灣希爾思寵物營養品有限公司
139,A20170700273,希爾思™處方食品犬z/d™小顆粒型號010983hg,乾飼糧,輸入,1.5公斤,玉米澱粉，水解雞肝，纖維素粉，黃豆油，碳酸鈣，磷酸二鈣，乳酸，氯化鉀，單硬脂酸甘油脂，氯化膽鹼,粗蛋白質　不低於14.5%粗脂肪不低於10.0%粗纖維不高於6.0%水不高於10.0%omega-6脂肪酸不低於3.0%維他命e不低於500iu/kg,犬用寵物處方食品,需經獸醫師評估及指示使用,未開封前：請儲存於室溫10度c~37度c處。,美國,【公司】台灣希爾思寵物營養品有限公司
140,A20170800085,希爾思處方食品貓k/d鮪魚燉蔬菜型號00003394,罐頭,輸入,0.082公斤,水，豬肝，胡蘿蔔，鮪魚，雞肉，米，米澱粉，菠菜，雞肉脂肪，豌豆蛋白,粗蛋白質不低於3.5%粗脂肪不低於3.0%粗纖維不高於1.5%水不高於85%,貓用寵物處方食品,需經獸醫師評估及指示使用,未開封前：請儲存於室溫10度c~37度c處。,美國,【公司】台灣希爾思寵物營養品有限公司
